item_id	item_ttle	item_add1	item_add2
703857522	"Mills Brewpub"	"924 N Mills Ave"	"Orlando, FL 32803"
154255207	"#1 Wok"	"4350  Thomasson Dr"	"Naples, FL 34112"
73479223	"(The) Greek Gourmet Inc."	"2196 Airport Rd S"	"Naples, FL 34112"
706767415	--	--	"Jacksonville Beach, FL 32259"
44583455	"051 Subs"	"895 W State Road 434"	"Winter Springs, FL 32708"
1233	"1 Chinese Take Out"	"931 N State Road 434"	"Altamonte Springs, FL 32714"
131675432	"1 Fresh Stirfry"	"1176  Capital Cir SE"	"Tallahassee, FL 32301"
898460147	"1 Hotel & Homes South Beach"	"2341  Collins Ave"	"Miami Beach, FL 33139"
1000000265692	"1 Hotel & Homes South Beach"	"2341 Collins Ave"	"Miami Beach, FL 33139"
39126545	"Tacos Mi Ranchito"	"188 S 4th Ave"	"Yuma, AZ 85364"
39126602	"La Fonda Tortilla Factory"	"1095 S 3rd Ave"	"Yuma, AZ 85364"
698495754	"Jectors Burritos"	"1473 S 4th Ave"	"Yuma, AZ 85364"
39126600	"Las Palapas Taco Grill"	"490 W 16th St"	"Yuma, AZ 85364"
134180897	"Burrito Grill"	"1325 S Yuma Palms Pkwy, Ste 2"	"Yuma, AZ 85365"
39128515	"Taco Bell"	"1676 S 4th Ave"	"Yuma, AZ"
2879996	"Chretin's Mexican Food"	"505 E 16th St"	"Yuma, AZ 85365"
896593388	"Carl's Jr. / Green Burrito"	"1020 E 16th St"	"Yuma, AZ"
683681420	Filiberto's	"1750 S 4th Ave"	"Yuma, AZ"
4584991	"El Pappagallo Mexican Restaurant"	"1401 S Avenue B"	"Yuma, AZ 85364"
84240611	"Hot Stuff Pizzeria"	"312  Market St"	"Brownsville, PA 15417"
895430806	"Mitchells Cafe"	"121  Brownsville Ave"	"Brownsville, PA 15417"
59197475	"Fox Pizza"	"418  Market St"	"Brownsville, PA 15417"
60214562	"Riverside Inn"	"408  Front St"	"Brownsville, PA 15417"
80862051	"Antique Bar & Grill"	"101  High St"	"Brownsville, PA 15417"
895103035	"Fiddle's Restaurant"	"101  Bridge St"	"Brownsville, PA 15417"
59197473	Elmo's	"210  2nd St"	"Brownsville, PA 15417"
692027216	Pixels	"316  High St"	"Brownsville, PA 15417"
60186395	"Thompson House Restaurant"	"815  Water St"	"Brownsville, PA 15417"
715578524	"David Yurkovich And Sons"	"815  Water St"	"Brownsville, PA 15417"
12038913	"Shady Lane Seafood Carry-Out"	"20699  Ridge Rd"	"Colonial Beach, VA 22443"
713664450	"China Kitchen II"	"896 SW Saint Lucie West Blvd"	"Port Saint Lucie, FL 34986"
2860188	"China Wok"	"1165 SE Port St Lucie Blvd"	"Port Saint Lucie, FL 34952"
2859912	"China Wok"	"7562 S Us Highway 1"	"Port Saint Lucie, FL 34952"
695323827	"Panda Express"	"1782 SW Saint Lucie West Blvd"	"Port Saint Lucie, FL"
692036303	"Hot Wok"	"2756 SW Brigantine Pl"	"Port Saint Lucie, FL 34953"
141302396	"China King"	"10923 S Us Highway 1"	"Port Saint Lucie, FL 34952"
895628640	"Elegant Food Service"	"890  Atlanta St"	"Roswell, GA 30075"
698648792	Pastis	"928  Canton St"	"Roswell, GA 30075"
27078457	"El Zorrito Mexican Restaurant"	"880  Atlanta St"	"Roswell, GA 30075"
10222028	Pastis	"936  Canton St"	"Roswell, GA 30075"
1000000170341	"The Real Fix Pizzeria"	"14 Elizabeth Way"	"Roswell, GA 30075"
698246684	"1920 Tavern at Opulent"	"945 Canton St."	"Roswell, GA 30075"
702276865	"Roux On The Canton"	"946  Canton St"	"Roswell, GA 30075"
691001679	"The Salt Factory Pub"	"952 Canton Street"	"Roswell, GA 30075"
713074694	"Little Alley Steak"	"955 Canton St."	"Roswell, GA 30075"
706756733	"Zest On Canton"	"957  Canton St"	"Roswell, GA 30075"
895691398	Subway	"200 N Main St"	"Roswell, NM"
895412052	"Billy Ray's Restaurant & Lounge"	"118 E 3rd St"	"Roswell, NM 88201"
55132055	"El Toro Bravo"	"102 S Main St"	"Roswell, NM 88203"
715844015	"Glenda's Classic Restaurant and Bakery"	"100 S Richardson Ave"	"Roswell, NM 88203"
2225713	"Burritos and More"	"127 S Richardson Ave"	"Roswell, NM 88203"
55130563	"Martin's Capitol Cafe"	"110 W 4th St"	"Roswell, NM 88201"
55130268	Schlotzsky's	"401 N Richardson Ave"	"Roswell, NM"
704364985	KFC	"212 S Richardson Ave"	"Roswell, NM"
55130569	"Peppers Grill & Bar"	"500 N Main St"	"Roswell, NM 88201"
714975141	"Big D's Downtown Dive"	"505 N Main St"	"Roswell, NM 88201"
13738146	"Tony's Family Restaurant"	"1629  Meyer St"	"Sealy, TX 77474"
898075157	"Jordan's Girles Gourmet Dawgs"	"803  Veterans Pkwy"	"Columbus, GA 31901"
715741304	"Hooks Fish & Chicken"	"844  Veterans Pkwy"	"Columbus, GA 31901"
11590959	"Ruth Ann's Restaurant"	"941  Veterans Pkwy"	"Columbus, GA 31901"
703200115	"Vintage 222"	"222  7th St"	"Columbus, GA 31901"
44885017	"Minnies Uptown Restaurant"	"104  8th St"	"Columbus, GA 31901"
44884938	"Chester's Barbecue"	"547  Veterans Pkwy"	"Columbus, GA 31901"
888093384	"Econo Lodge"	"1024  Veterans Pkwy"	"Columbus, GA"
6618977	Houlihan's	"800  Front Ave"	"Columbus, GA 31901"
689483004	"Columbus Marriott"	"800 Front Avenue"	"Columbus, GA 31901"
18846882	"Royal Cafe"	"600  11th Ave"	"Columbus, GA 31901"
112733588	"Maggianoa  s Little Italy"	"4999  Old Orchard Ctr"	"Skokie, IL 60077"
714134376	"/1 Oriental Buffet"	"1229  Sandy Hollow Rd"	"Rockford, IL 61109"
46100526	"1 Chop Suey"	"7342 S Stony Island Ave"	"Chicago, IL 60649"
713015681	"1 Chop Suey"	"2550 W Addison St"	"Chicago, IL 60618"
702535956	1.61	"1251 W Taylor St"	"Chicago, IL 60607"
141288458	"10 South Cofee House"	"10 S Batavia Ave"	"Batavia, IL 60510"
3218	"100 South Chop House & Grille"	"100 S York St"	"Elmhurst, IL 60126"
888487984	"1119 Webster Restaurant"	"1119 W Webster Ave"	"Chicago, IL 60614"
47937353	"115 Bourbon Street"	"3359 W 115th St"	"Alsip, IL 60803"
714730870	"123 Food Delivery"	"201 E Army Trail Rd"	"Bloomingdale, IL 60108"
1000000060410	"Gitto's Pizza"	"120 South Orange Avenue"	"Orlando, FL 32801"
44625773	"Cafe' Italiano"	"565 N Semoran Blvd"	"Orlando, FL 32807"
691561914	"Lago Restaurant"	"4979  New Broad St"	"Orlando, FL 32814"
153648012	"Adriatico Trattoria Italiana"	"2417  Edgewater Dr"	"Orlando, FL 32804"
711132648	"Buca di Beppo Italian Restaurant"	"8001 South Orange Blossom Trail, #1304"	"Orlando, FL 32809"
1000000113085	"Carrabba's Italian Grill"	"5475 Gateway Village Circle, Ste 103"	"Orlando, FL 32812"
44605831	"Pannullos Italian Restaurant"	"216 S Park Ave"	"Winter Park, FL 32789"
704310967	"Carrabba's Italian Grill"	"1001 Sand Lake Road"	"Orlando, FL 32809"
704309944	"Buca di Beppo Italian Restaurant"	"1351 South Orlando Avenue"	"Maitland, FL 32751"
148895734	"Carrabba's Italian Grill"	"5701 Vineland Road"	"Orlando, FL 32819"
895109299	"Hunan Restaurant"	"1017  1st Ave"	"Woodruff, WI 54568"
42323844	"Crystal Club Cafe"	"467  Redstone Blvd"	"Carbondale, CO 81623"
889606895	"Cozy Cafe"	"363  Redstone Blvd"	"Carbondale, CO 81623"
896379124	"Hattle Thompson Restaurant"	"303  River Valley Ranch Dr"	"Carbondale, CO 81623"
709010416	"Rock Creek Gril"	"303  River Valley Ranch Dr"	"Carbondale, CO 81623"
895298576	"Beijin Tokyo"	"1194  Highway 133"	"Carbondale, CO 81623"
895271159	"The Blend Coffee Company"	"1150  Highway 133"	"Carbondale, CO 81623"
704522708	"Domino's Pizza"	"1089  Highway 133"	"Carbondale, CO 81623"
889398342	"Crystal River Cafe Llc"	"1374  Main St"	"Carbondale, CO 81623"
707545699	"Gandhi India's Cuisine"	"1054  Highway 133"	"Carbondale, CO 81623"
43222692	"Wok Master"	"5491  Factory Shops Blvd"	"Ellenton, FL 34222"
7591141	"King's Wok"	"6202  Us Highway 301  N"	"Ellenton, FL 34222"
2860068	"China Wok"	"4945 E State Road 64"	"Bradenton, FL 34208"
5779874	"Golden Wok"	"5917  Manatee Ave W, Ste 601"	"Bradenton, FL 34209"
44293053	"Panda Garden Restaurant Inc"	"3240  14th St W"	"Bradenton, FL 34205"
5779875	"Golden Wok"	"3545  1st St"	"Bradenton, FL 34208"
44297319	"New Hong KONG Chinese"	"5518  Cortez Rd W"	"Bradenton, FL 34210"
9788859	"Number 1 China Kitchen"	"5209  33rd St E"	"Bradenton, FL 34203"
2855279	"China Express"	"7428  Cortez Rd W"	"Bradenton, FL 34210"
137495667	"New China Restaurant"	"6045  26th St W"	"Bradenton, FL 34207"
29746547	"Rose's Express"	"2224  Wealthy St SE"	"Grand Rapids, MI 49506"
24720979	"Mc Graw Pizzeria"	"6  Main St"	"Cortland, NY 13045"
9596376	"New York Pizzeria"	"1  Main St"	"Cortland, NY 13045"
5697690	"Giuseppe's Pizzeria"	"2  Main St"	"Cortland, NY 13045"
3324046	"Community Restaurant"	"10  Main St"	"Cortland, NY 13045"
713098779	"Beach House Restaurant"	"37  Main St, Ste 3"	"Cortland, NY 13045"
55415961	"Hollywood Restaurant"	"27  Groton Ave"	"Cortland, NY 13045"
55415347	"Toni Gerry's Deli to Go"	"19  Central Ave"	"Cortland, NY 13045"
55416076	"Pita Gourmet"	"41  Main St"	"Cortland, NY 13045"
714224130	"Wild Ginger Asian Fusion Inc"	"45  Main St"	"Cortland, NY 13045"
55554722	"Econo Lodge"	"10 Church Street"	"Cortland, NY"
156823348	"Oasis 2 Restaurant"	"1700  Monroe St"	"Fort Myers, FL 33901"
43494106	"The Veranda"	"2122  2nd St"	"Fort Myers, FL 33901"
2764877	"Joe's Crab Shack"	"2024 W 1st St"	"Fort Myers, FL"
4535952	"Edison Lunch Box"	"2200  Dr Martin Luther King Blvd, Ste 2"	"Fort Myers, FL 33901"
697674761	"Vino De Notte"	"1520  Broadway"	"Fort Myers, FL 33901"
686628779	"Bennett's Fresh Roast"	"2011  Bayside Pkwy"	"Fort Myers, FL 33901"
149007145	Wiseguys	"2117  1st St"	"Fort Myers, FL 33901"
43494111	Ichiban	"1520  Broadway, Ste 105"	"Fort Myers, FL 33901"
714312480	"Lupes Taco LLC"	"1514  Broadway"	"Fort Myers, FL 33901"
707124257	"Edison Lunch Box"	"2241  Widman Way"	"Fort Myers, FL 33901"
139397379	"Lee Initiatives Inc"	"321  Main St, Ste 3A"	"Johnstown, PA 15901"
714812990	"Rocco's Submarine"	"345  Main St"	"Johnstown, PA 15901"
13066159	"Szechuan Chinese Restaurant"	"124  Main St"	"Johnstown, PA 15901"
692546018	"Harrigan's Cafe & Wine Deck"	"250  Market St"	"Johnstown, PA 15901"
59675376	"Gallinas Pizza & Restaurant"	"130  Market St"	"Johnstown, PA 15901"
59675386	Subway	"406  Main St, Ste 408"	"Johnstown, PA"
715751992	"Rj's Cafe & Lounge"	"415  Main St"	"Johnstown, PA 15901"
4656548	"Em's Original Sub Shop"	"434  Main St"	"Johnstown, PA 15901"
897225472	"Press Bistro"	"110  Franklin St"	"Johnstown, PA 15901"
59675330	"Tower of Pizza"	"145  Franklin St"	"Johnstown, PA 15901"
57447039	"Amanda Carry Out"	"145 E Main St"	"Lancaster, OH 43130"
708084884	"The Lodge"	"129 E Main St"	"Lancaster, OH 43130"
889059193	"Shaw's Restaurant & Inn"	"123 N Broad St"	"Lancaster, OH 43130"
712658926	"Lancaster Janitorial & Restaurant Suppli"	"110 W Chestnut St"	"Lancaster, OH 43130"
5323826	"Four Reasons Bakery & Deli"	"135 W Main St"	"Lancaster, OH 43130"
692030000	"Annies Main Street Bistro"	"161 W Main St, Ste A"	"Lancaster, OH 43130"
6202014	"Harper Management Co"	"415 E Main St"	"Lancaster, OH 43130"
897215180	"Annies Main Street Bistro"	"110 N Columbus St"	"Lancaster, OH 43130"
706523424	"Kiki's Kafe"	"111 N Columbus St"	"Lancaster, OH 43130"
895454947	"Kool Beans"	"111 N Columbus St"	"Lancaster, OH 43130"
897510655	"Bla's Gourment Hardware"	"103  Worth St"	"Asheboro, NC 27203"
57091234	"The Coffee Xchange"	"108  Sunset Ave"	"Asheboro, NC 27203"
57091226	"Medo's Italian"	"338 N Fayetteville St"	"Asheboro, NC 27203"
4248494	"Domino's Pizza"	"124 W Ward St"	"Asheboro, NC"
711777091	"Opra House Salon"	"132  Sunset Ave"	"Asheboro, NC 27203"
697689961	"County Seat Cafe"	"23 S Fayetteville St"	"Asheboro, NC 27203"
897996994	"Die Fricadelle"	"138  Sunset Ave"	"Asheboro, NC 27203"
707013802	"Magnolia 23"	"23 S Fayetteville St"	"Asheboro, NC 27203"
697478479	"The Flying Pig Food and Sprits"	"208  Sunset Ave"	"Asheboro, NC 27203"
706206137	"Two Twenty Cafe"	"220 S Center St"	"Statesville, NC 28677"
12727381	"Panin's Cafe"	"110  Court St"	"Statesville, NC 28677"
715449932	"Diane's Court St Cafe"	"110  Court St"	"Statesville, NC 28677"
57169367	"Cafe Euro"	"115 S Center St"	"Statesville, NC 28677"
142340014	"Mezzaluna Ii"	"115 S Center St"	"Statesville, NC 28677"
714810239	"Marco's Pizza"	"200 E Front St"	"Statesville, NC"
13562325	"The Upper Room"	"129 W Broad St"	"Statesville, NC 28677"
698248715	"Groucho's Deli of Statesville"	"101 E Broad St"	"Statesville, NC 28677"
712720967	"Sabines Coffee Shop"	"107 E Broad St"	"Statesville, NC 28677"
714623717	"Uncles C's Bbq Llc"	"116 W Broad St"	"Statesville, NC 28677"
714810239	"Marco's Pizza"	"200 E Front St"	"Statesville, NC 28677"
697242736	"Omar Sports Grille"	"229 E Commerce St"	"Lewisburg, TN 37091"
703548474	"La Fuente Mexican Restaurant"	"505 E Church St"	"Lewisburg, TN 37091"
61171669	"Taco Bell"	"440 N Ellington Pkwy"	"Lewisburg, TN"
8916852	"Mexico Lindo"	"1063  Nashville Hwy"	"Lewisburg, TN 37091"
714514086	"High Tide Burito Co"	"1538  Hendricks Ave"	"Jacksonville, FL 32207"
7767644	"La Nopalera Mexicano #2"	"1631 Hendricks Ave"	"Jacksonville, FL 32207"
9138413	"Moe's Southwest Grill"	"2004  San Marco Blvd"	"Jacksonville, FL 32207"
693918843	"Cinco De Mayo"	"2  Independent Dr"	"Jacksonville, FL 32202"
113327340	"Burrito Gallery"	"21 E Adams St"	"Jacksonville, FL 32202"
714435342	"Tijuana Flats"	"2025  Riverside Ave"	"Jacksonville, FL 32204"
13462552	"Hola Mexican Restaurant"	"1001 N Main St"	"Jacksonville, FL 32206"
43691799	"Taco Bell"	"3649  Phillips Hwy"	"Jacksonville, FL 32207"
14740541	"West Inn Cantina"	"3644  Saint Johns Ave"	"Jacksonville, FL 32205"
895444344	"Tijuana Flats"	"5635  San Jose Blvd"	"Jacksonville, FL 32207"
142766640	"Burrito's-Y-Mas Dos"	"5658  Highway 64"	"Farmington, NM 87401"
55085359	Computalog	"1121  Madison Ln"	"Farmington, NM 87401"
12374816	"Sonya's Cookin USA"	"2001  Bloomfield Hwy"	"Farmington, NM 87401"
139989442	"Canteen Correctional Service"	"871  Andrea Dr"	"Farmington, NM 87401"
897650088	"Gyrodata Inc"	"800  Sandstone Ave"	"Farmington, NM 87401"
1806574	"Blake's Lotaburger"	"2130  Bloomfield Blvd"	"Farmington, NM 87401"
694382810	"Sonya's Cookin USA"	"510 S Bloomfield Blvd"	"Bloomfield, NM 87413"
152182190	Cruzann's	"1401 E Broadway St"	"Farmington, NM 87401"
704338317	KFC	"506 S Bloomfield Blvd"	"Bloomfield, NM 87413"
87940393	"Blake's Lotaburger"	"420 S Bloomfield Blvd"	"Bloomfield, NM 87413"
697771986	"The Social Tea House, LLC"	"19341  Liberty Heights Ln"	"Germantown, MD 20874"
13091459	"Nora's Subs & Pizza"	"12813  Wisteria Dr"	"Germantown, MD 20874"
1123673	"Asia Cafe"	"12819  Wisteria Dr"	"Germantown, MD 20874"
148406439	"Eastern Kabob and Sweets"	"12821  Wisteria Dr"	"Germantown, MD 20874"
8605740	"Mary's Italian Cuisine"	"12827  Wisteria Dr"	"Germantown, MD 20874"
895504573	Subway	"12935  Wisteria Dr"	"Germantown, MD"
142726759	"Derwood Seafood Inc"	"12941  Wisteria Dr"	"Germantown, MD 20874"
2830143	"Chicken Basket"	"12951  Wisteria Dr"	"Germantown, MD 20874"
66026565	"Pelican Pete's"	"12941  Wisteria Dr"	"Germantown, MD 20874"
50695495	"Roy Rogers Restaurant"	"12907  Wisteria Dr"	"Germantown, MD"
14425021	"Village Green Restaurant"	"120 N Frederick Ave"	"Gaithersburg, MD 20877"
1474229	"Basil's Pizza"	"208 N Frederick Ave"	"Gaithersburg, MD 20877"
12672539	"Starvin Marvin Pizza Shop"	"211 N Frederick Ave, Ste C"	"Gaithersburg, MD 20877"
699288838	IHOP	"206 N Frederick Ave"	"Gaithersburg, MD"
707133081	"Cebiche House"	"117 N Frederick Ave"	"Gaithersburg, MD 20877"
112137167	"Old Country Buffet"	"240 N Frederick Ave"	"Gaithersburg, MD"
895125679	"Montgomery Donut & Ice Cream"	"248 N Frederick Ave"	"Gaithersburg, MD 20877"
704270264	"Domino's Pizza"	"274 N Frederick Ave"	"Gaithersburg, MD"
15561504	"Montgomery Donut & Ice Cream"	"284 N Frederick Ave"	"Gaithersburg, MD 20877"
50698274	"7 Express Beer & Wine Deli"	"296 N Frederick Ave"	"Gaithersburg, MD 20877"
151796783	"All Virginia Food Service Brokers"	"4795  Bethlehem Rd, Ste G"	"Richmond, VA 23230"
63727937	"Virginia Hospitality And Travel Associat"	"2101  Libbie Ave"	"Richmond, VA 23230"
63727242	McDonald's	"5520 W Broad St"	"Richmond, VA 23230"
63727259	"The Board Walk"	"2106  Henderson Rd"	"Richmond, VA 23230"
63727206	Applebee's	"5400 W Broad St"	"Richmond, VA 23230"
6654894	"Huang Express"	"5462 W Broad St"	"Richmond, VA 23230"
141539544	"Ruby Tuesday"	"5310 W Broad St"	"Richmond, VA 23230"
92457761	"Pronto Italian Bistro & Pizzeria"	"5625 W Broad St"	"Richmond, VA 23230"
1000000226235	Arby's	"5900 W Broad St"	"Richmond, VA 23230"
63727212	"Bill's Barbecue"	"5805 W Broad St"	"Richmond, VA 23230"
10907150	"The Cafe"	"730  Liberty St"	"Beaumont, TX 77701"
685863483	"The Barking Dog"	"493  Pearl St"	"Beaumont, TX 77701"
707427409	"Chuck's Sandwich Shop"	"493  Pearl St"	"Beaumont, TX 77701"
897549260	"Le Peep"	"350  Pine St, Ste 100"	"Beaumont, TX 77701"
2912189	"Chuck's Sandwich Shop"	"486  Pearl St"	"Beaumont, TX 77701"
715334319	"Le Peep"	"350  Pine St"	"Beaumont, TX 77701"
895075384	Subway	"495  Park St"	"Beaumont, TX"
133428277	Suga's	"461  Bowie St"	"Beaumont, TX 77701"
683703871	"Two Magnolias"	"500  Main St"	"Beaumont, TX 77701"
3593923	"Crazy Jose's"	"600  Main St"	"Beaumont, TX 77701"
10529285	"Pizza Hut"	"169  Columbia Ave"	"Holland, MI 49423"
9559333	"New Holland Brewing Company"	"66 E 8th St"	"Holland, MI 49423"
714243478	"Crust 54"	"54 E 8th St"	"Holland, MI 49423"
695785247	"Petrino's Pizzeria"	"29 W 16th St"	"Holland, MI 49423"
5405175	"Fricano's Too"	"174 S River Ave"	"Holland, MI 49423"
77014699	"Big Cheez Pizza"	"792  Lincoln Ave"	"Holland, MI 49423"
51787879	"Little Caesars Pizza"	"716  Chicago Dr"	"Holland, MI 49423"
897045906	"Marlena's Bistro & Pizzeria"	"909  Lincoln Ave"	"Holland, MI 49423"
704382887	"Domino's Pizza"	"738  Michigan Ave, Ste 1"	"Holland, MI 49423"
111240135	"Hungry Howie's Pizza"	"65  Douglas Ave"	"Holland, MI 49424"
2526999	"Carrabba's Italian Grill"	"3441 Century Center St SW"	"Grandville, MI 49418"
692451707	"Happy's Pizza"	"3596 Clyde Park Ave"	"Wyoming, MI 49509"
149556294	"Tre Cugini"	"122  Monroe Center St NW"	"Grand Rapids, MI 49503"
149559124	"Carrabba's Italian Grill"	"4061 28th Street SE"	"Grand Rapids, MI 49512"
51746733	"Fred's Italian Restaurant"	"3619 Plainfield Ave NE"	"Grand Rapids, MI 49525"
51751027	"Noto's Old World Italian Dining"	"6600  28th St SE"	"Grand Rapids, MI 49546"
43592019	"Outback Steakhouse"	"601 E Gregory St"	"Pensacola, FL"
704384423	"Ruth's Chris Steak House"	"45 School Street, Old City Hall"	"Boston, MA"
697944474	"Woodward Restaurant"	"1  Court St"	"Boston, MA 2108"
689387829	Marliave	"10  Bosworth St"	"Boston, MA 2108"
896459986	"Warehouse Bar & Grill"	"40 Broad St"	"Boston, MA 02109"
1000000167265	"Panera Bread"	"1 Union Street"	"Boston, MA 02108"
141846874	Locke-Ober	"3  Winter Pl"	"Boston, MA 2108"
50830977	"Durgin Park"	"1  Faneuil Hall Sq"	"Boston, MA 2109"
691996898	"Stoddard's Fine Food & Ale"	"48 Temple Pl"	"Boston, MA 02111"
50832433	"Souper Salad Catering"	"82  Summer St"	"Boston, MA 02110"
10307498	"Kingston Cafe"	"25  Kingston St, # LBBY"	"Boston, MA 2111"
63812279	"Frank's Pizza Pasta & Subs"	"33  Soapy Pl"	"Fairfield, VA 24435"
4253355	"Don Jose Mexican Restaurant"	"2601  10th St"	"Wichita Falls, TX 76309"
39368676	"Across The Creek Seafood & Catfish Resta"	"19149 N Highway 127"	"Garfield, AR 72732"
704216610	"Hurricane Club and Restaurant"	"222 W Bayshore Rd"	"Anahuac, TX 77514"
715200822	"China Palace Restaurant"	"3633  Eastern Ave SE"	"Grand Rapids, MI 49508"
2443047	"Capn Joe's Seafood Market"	"611  Jefferson St"	"Dublin, GA 31021"
686467705	"La Herradura"	"423 S Dumas Ave"	"Dumas, TX 79029"
694811533	"Panda Express"	"100 S Mannheim Rd, Unit G05"	"Hillside, IL 60162"
60319834	"Chinatown Express"	"150 W Market St"	"York, PA 17401"
7229422	"Joe's Broadstreet Grill"	"247 S Broad St"	"Globe, AZ 85501"
2859396	"China Taste"	"450 E Ash St"	"Globe, AZ 85501"
143217485	"Waffle House"	"7004  Nc 4"	"Battleboro, NC 27809"
888638686	"Smith's Red & White"	"3635 N Halifax Rd"	"Rocky Mount, NC 27804"
712668199	"Flaming Wok"	"880 N Military Hwy"	"Norfolk, VA 23502"
64336793	"Seattle Golf Club"	"210 NW 145th St"	"Seattle, WA 98177"
895198128	"Kountry Kitchen Restaurant"	"40  State St"	"Elmer, NJ 08318"
714404472	"Pete's Pizza & More"	"107  Harding Hwy"	"Elmer, NJ 08318"
6476774	"Hitching Post Pizza Package Store & Deli"	"740 S Main St"	"Ellijay, GA 30540"
715170883	"K-Town Subs"	"104 E Church St"	"Kershaw, SC 29067"
153569252	"Express Wok"	"300  Lycoming Mall Cir, Ste 129"	"Muncy, PA 17756"
159433162	"Pepper's Cafe"	"416  Main St, Ste LL100"	"Peoria, IL 61602"
51969069	"Red Arrow Roadhouse"	"15710  Red Arrow Hwy"	"Union Pier, MI 49129"
43714470	"Casa Marina Hotel and Restaurant"	"691  1st St N"	"Jacksonville Beach, FL 32250"
695846746	"El Taco Loco"	"4803  Midlothian Tpke"	"Richmond, VA 23224"
2855230	"China Express"	"1679 E Marion St"	"Shelby, NC 28150"
68174458	"Steamers Seafood Bar & Grill"	"430  Chatham Heights Rd"	"Fredericksburg, VA 22405"
897771249	"La Costa Mexican Restaurant"	"404 N Earl Ave"	"Lafayette, IN 47904"
707660159	"Javier's Mexican Grill"	"1414  Main St, Ste 6"	"Chipley, FL 32428"
686159606	"Groucho's Deli McLeod's Plaza"	"800 E Cheves St"	"Florence, SC 29506"
694034754	"Jay Enterprises Llc"	"75 W Main St"	"New Britain, CT 06051"
684700023	"Frank Guido's Little Italy"	"14  Thomas St"	"Kingston, NY 12401"
11912266	"Sea Harvest Fish Market & Restaurants"	"598  Foam St, Ste A"	"Monterey, CA 93940"
2860064	"China Wok"	"7071  Raeford Rd, Ste C"	"Fayetteville, NC 28304"
56835488	"China Wok"	"3020 N Main St, Ste 334"	"Hope Mills, NC 28348"
9064377	"Ming's Take Out"	"1038  Clinton Ave S"	"Rochester, NY 14620"
5959503	"Greystone Golf Club"	"2555  Highway 70  E"	"Dickson, TN 37055"
714384465	"Dale's Steak House"	"1200  Highway 70  E"	"Dickson, TN 37055"
6423645	"High Point Restaurant"	"1200  Highway 70  E"	"Dickson, TN 37055"
708301853	"The Wet Bar"	"901  Highway 70  E"	"Dickson, TN 37055"
61002943	"Buddy's Restaurant"	"2926  Highway 70  E"	"Dickson, TN 37055"
85821680	"Fiesta Barbeque"	"1  Fiesta Dr"	"Dickson, TN 37055"
896398121	"Meals On Wheels"	"500  Highway 70  E"	"Dickson, TN 37055"
685053538	"Ponderosa Steakhouse"	"115  Henslee Dr"	"Dickson, TN 37055"
704381590	"Captain D's Seafood Restaurants"	"307  Highway 70  E"	"Dickson, TN 37055"
699170763	"Tony B's"	"255  Dickson Plaza Dr"	"Dickson, TN 37055"
152904354	Terrapin	"3102  Holly Rd"	"Virginia Beach, VA 23451"
152911048	"Eat-An American Bistro"	"4005  Atlantic Ave"	"Virginia Beach, VA 23451"
713384307	"Quality Inn & Suites - Oceanfront"	"705 Atlantic Ave"	"Virginia Beach, VA 23451"
691664142	"Burtons Grill"	"741  First Colonial Rd, Ste 107"	"Virginia Beach, VA 23451"
1000000162559	"Bojangles' Famous Chicken 'n Biscuits"	"1948 Laskin Road"	"Virginia Beach, VA 23454"
1000000185612	"Tubby's Tavern"	"2224 Virginia Beach Blvd"	"Virginia Beach, VA"
689595397	"American Asian Food Market Inc"	"315 N Great Neck Rd"	"Virginia Beach, VA 23454"
63593675	"Coastal Grill"	"1427 N Great Neck Rd, Ste 104"	"Virginia Beach, VA 23454"
6614767	"Hot Tuna"	"2817  Shore Dr"	"Virginia Beach, VA 23451"
13565411	"The Varsity Club"	"3900  Bonney Rd"	"Virginia Beach, VA 23452"
157861982	"Samz Eats And Sweets"	"8200  Turin Rd"	"Rome, NY 13440"
697874662	"The Beeches Confecence Room"	"7900  Turin Rd"	"Rome, NY 13440"
895424244	"Mazzaferro Meats & Deli"	"7824  Ridge Mills Rd"	"Rome, NY 13440"
691791548	"Papa Rick's Snack Shack"	"2005 N James St"	"Rome, NY 13440"
695701158	"Delta Lake Inn"	"8524  Fish Hatchery Rd"	"Rome, NY 13440"
706659634	"Five Guys Burgers and Fries"	"1877  Black River Blvd N"	"Rome, NY 13440"
56468269	Applebee's	"1794  Black River Blvd N"	"Rome, NY 13440"
898035992	"Mitsuba Japanese Cuisine"	"1790  Black River Blvd N"	"Rome, NY 13440"
714813417	"Mitsuba Sushi Bar & Grill"	"1790  Black River Blvd N"	"Rome, NY 13440"
24917974	"The Garage"	"1701 N James St"	"Rome, NY 13440"
7022518	"J J Fish & Chicken of Cicero"	"4646 S Cicero Ave"	"Chicago, IL 60638"
113282813	"Chicago Marriott Midway"	"6520 South Cicero Avenue"	"Chicago, IL 60638"
684366791	"Dempsey's Irish-American Grill"	"6520 S Cicero Ave"	"Chicago, IL 60638"
702515730	"Hampton Inn Chicago-Midway Airport"	"6540 S. Cicero Ave."	"Bedford Park, IL 60638"
47936457	"Dempsey's Irish American Grill"	"6522 S Cicero Ave"	"Chicago, IL 60638"
688515761	"Courtyard Chicago Midway Airport"	"6610 South Cicero Avenue"	"Bedford Park, IL 60638"
